PRODUCT,LOCATION,LOCATION TYPE,CREATED,BATCH,EXPIRE,UNIT,QUANTITY LEFT,BASE PRICE LIST
GRISORAL SUSP 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GU2J301,31/10/2026,Bottle,0,26.10
ESSENTIAL EMBROCATION 8 ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,F5F4G544,31/03/2026,ml,0,6.00
BECOACTIN TABLET,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,65FS6G987,31/03/2027,Box,5,31.00
VITAFORCE SYRUP 250ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,D56D6D896,31/03/2027,Bottle,5,65.00
FOLIC ACID 5MG WOCKHARDT,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,G57V5589,31/03/2026,Tablet,1,18.00
BUTTERCUP ORIGINAL COUGH SYRUP 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5D51G55,31/03/2025,Bottle,0,167.00
PARACETAMOL SYRUP (EXETER) 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A15A5869,31/03/2026,Bottle,0,18.00
DR.  MEYERS COLDAFLU PLUS TABS 4'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SHY89895F5,31/03/2025,Tablet,0,2.00
MR.Q,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,23434H6,31/03/2025,Vial,0,10.40
ROBAXIN 750MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,23543H67,31/03/2025,Capsule,15,6.00
RAPINOL TABS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,222H2J2,31/03/2027,Tablets,40,1.80
EASYCARE FABRIC PLASTERS SACHET,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,46677BN7,31/03/2027,Piece,158,2.00
EVECARE (HIMALAYA) 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,467G767,31/03/2027,ml,2,132.00
WELLS CASTOR OIL 700MLS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,234567H7,31/03/2026,Bottle,2,39.50
BRAGGS APPLE CIDER VINEGAR,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5677F67,31/03/2026,Bottle,0,130.00
MALAR 2 FORTE DS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2345G766,31/03/2027,gram,1,28.00
VICTORY GARLIC MIXTURE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DFH777,31/03/2027,Bottle,2,45.00
LIV 52 TAB 100'S HIMALAYA,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112301844,05/06/2026,Tablet,0,111.60
COLGATE KIDS TOOTH PASTE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GI5558J5,28/02/2025,Tube,0,18.00
KIDS COLGATE BRUSH 2-5 YRS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E2FGF4B3,28/02/2025,Bar,1,9.00
KIDS COLGATE BRUSH 2-5 YRS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E2FGF4B3,28/02/2025,Bar,0,8.00
COLGATE BRUSH DEEP CLEAN,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E2FGF4B2,28/02/2025,Tube,0,7.00
COLGATE BRUSH DEEP CLEAN,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E2FGF4B2,28/02/2028,Tube,0,9.00
COLGATE BRUSH DEEP CLEAN,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E2FGF4B2,28/02/2025,Tube,0,7.00
MASCULAN VELVET LUBRICANT GEL 3ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,19J115,12/09/2024,sachet,1,5.40
MENTHOX SUPER STRONG COUGH LOZENGES,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,22021,30/04/2027,Strip,125,1.50
CETIRIZINE HYDROCHLORIDE 30'S UK,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2202020,10/04/2025,Tablet,1,15.00
NIFEDI-DENK 10 RETARD,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AR0,03/05/2027,Strip,170,1.40
SHALTOUX  LOZENGES,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DHR679,31/01/2025,LOZENGES,0,1.00
XCEL MINT CHEWING GUM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,THTR4566,31/01/2025,Single,2,0.50
PERFECTIL NAILS EXTRA SUPPORT 60'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HUQBW777,31/01/2025,Tablet,1,391.50
MASCULAN DAS KONDOM VELVET LUBRICANT GEL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HEI22B22,31/01/2025,Tube,0,57.00
ORAL-B FAMILY SIZE TOOTHPASTE 130G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GYY6666V,31/01/2025,Tube,1,23.00
SANA NORMAL SALINE 0.9% NASAL DROPS (10ML),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KPL2023SND13,31/01/2026,Drop,0,7.00
DIAZEPAM 10MG TAB 500'S ECL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HW7111R111,31/01/2025,Tablet,0,2.00
NESTER RUBBING ALCOHOL 475 ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HSB2211B11,31/01/2027,Container,2,51.50
METRONIDAZOLE 400MG BEDA,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FI788F7,31/01/2025,Box,0,14.00
PEPSODENT CAVITY FIGHTER 175G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,64K44,31/01/2026,pc,4,26.00
PREGNANCY TEST KITS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,45H555,31/01/2027,Box,93,5.00
FRUSEMIDE UK TABS 20MG 28'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HJS555665F25,31/01/2025,Box,5,12.60
FRUSEMIDE UK TABS 40MG 28'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TF5458F4G,31/01/2025,Box,3,14.40
VALUPAK FOLIC ACID 30TABS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5GH555,28/02/2025,Tablets,0,32.00
DOXYCYCLINE 100MG - ERNEST CHEMIST,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8465HJJ565,31/01/2027,sachet,31,7.30
TYLENOL EXTRA STRENGTH CAPS FOR ADULTS 100'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,898156J4,31/01/2025,gram,0,4.50
PHARMATIMOL 0.5% TIMOLOL EYE DROP 5ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1308,31/05/2025,ml,0,15.00
BENYLIN ORIGINAL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TS66544DF666,31/12/2026,ml,0,110.00
SENSODYNE EXTRA FRESH,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TD87555F77,31/12/2025,Tube,1,74.70
SKYCEF 500,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HE8222V2I9,31/12/2025,Milligram,0,42.00
JOY OINTMENT B/S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FGF7667UG,31/12/2025,Tube,0,62.00
OXAFEN CAPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HEIG78198,31/12/2025,,0,34.20
DUREX ELITE FETHERLITE CONDOMS 3',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HFJU5678,31/12/2025,Pack,0,29.00
GOOD HEALTH EFFERV VIT C,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EATA22068,08/07/2027,gram,8,55.00
Hydrocortisone Cream 1%(Co-Pharma),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E0120,08/06/2027,gram,0,47.00
K Y JELLY PERSONAL LUBRICANT 75ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,911P,08/10/2024,Tube,0,118.00
GRISEOFULVIN 125MG/5ML SUSP 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,3GDR678B,31/12/2026,Bottle,5,31.00
GRISEOFULVIN SUSP 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,3EL05210,31/12/2025,Bottle,0,29.00
VIT C + ZINC EFFERV VITARENEW,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,B21300,25/11/2024,gram,0,62.00
SECNIDAZOLE(LAVINA) TABS 1G 2'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,3101,30/11/2027,Packet,1,12.00
AVOMINE PROMETHAZINE 25MG TAB 10'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2205174,30/11/2027,Tablet,14,7.70
LUEX ADULT DRY COUGH SYRUP 150ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,765,21/11/2025,Bottle,1,45.00
VIP PREMIUM TOOTHBRUSH,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HVD876D9,30/11/2025,Piece,0,5.00
TAABEA TAACUM HERBAL HONEY PASTE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GJ85HG5,30/11/2026,mg,3,30.00
PERFECTIL TRIPLE ACTIVE CAPS 30'S VITABIOTICS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5YCH765F,30/11/2025,Tablet,1,168.00
WELLWOMAN MAX,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FTF75V6,30/11/2027,Box,0,317.00
HALITOSIS SPRAY (MIRA),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1259424,30/11/2025,Box,0,65.00
COA-MT MIXTURE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,COAMTPPPPP,02/11/2024,ml,0,100.00
OMEZOLE OMEPRAZOLE CAPS 20MG 200'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MD3001,31/10/2027,Pack,8,5.40
GOOD HEALTH EFFERV VIT C + ZINC,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EATA,31/07/2024,sachet,0,46.00
GALVUS MET 50mg/850mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,86515H65,31/10/2025,Tablet,113,10.00
GALVUS MET 50/500MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,561H544,31/10/2025,Strip,68,10.00
ATENOLOL 100MG 28'S (BRISTOL),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,65285K6,31/10/2025,Pack,0,60.00
ATENOLOL 100 BRISTOL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,445212J5,31/10/2025,Box,0,60.00
SEVEN SEAS EVENING PRIMROSE OIL + STARFLOWER OIL 30 CAPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,196L55K5,31/10/2025,Box,0,148.00
EXURE CONDOM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,65116H55,31/10/2025,Pack,0,35.00
DUREX INVISIBLE CONDOM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8621815K8,31/10/2025,Pack,0,79.00
DUREX FLAVOURS CONDOM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,984125K7,31/10/2025,Pack,0,90.00
DUREX EXTENDED PLEASURE CONDOM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5417915K9,31/10/2025,Pack,0,79.00
PARACETAMOL GALPHARM 6+  SUSP. 80ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,4165471KJ5,31/10/2025,ml,0,50.00
SEVEN SEAS PERFECT 7 MAN PLUS 30 DAY DUO PACK,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,94YKJ88,31/10/2025,Box,0,188.00
FOLIGROW PLUS SYR,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TFN64C6,31/10/2026,Syrup,0,50.00
TEETHING MIXTURE ECL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,564DGH5,31/10/2027,Syrup,8,20.00
MARTINS LIVER SALT LEMON,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HVWISB1998,31/10/2027,sachet,31,2.00
CYFEN SYRUP 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JVSI871B,31/10/2025,Bottle,0,40.00
PROMETHAZINE SYRUP 60ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HVS88S7,31/10/2026,Bottle,2,9.80
promethazine 60ml syr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IF88D889,31/10/2023,ml,0,9.00
DUREX FEELS CONDOMS 3'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,298YVE8,31/10/2026,Piece,0,19.00
EASY CHECK PREGNANCY TEST,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20230420,19/04/2026,Box,0,5.00
POLYGYNAX PESSARIES 6'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,63825,04/04/2025,pc,0,109.00
EPIFENAC EYE DROP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2208116,01/09/2025,gram,0,40.00
BEEHIVE BALSAM 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5982,28/09/2027,ml,3,72.00
HIMALAYA KOFLET,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112203049,31/08/2027,ml,0,53.00
BENYLIN MUCUS COUGH DECONGESTANT SYRUP 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,X2833R,31/07/2026,Bottle,1,148.00
SECNIDAZOLE (SECNILYM] TAB 1G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ME22H31,27/07/2025,Packet,0,10.00
SUPIROCIN MUPIROCIN 2% OINTMENT 15G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,10222019,27/07/2024,Tube,0,79.00
TELMISARTAN (TELESHAL] 40MG TABS 30'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2374252,27/05/2025,Packet,2,104.40
CAMEL ANTISEPTIC 500ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,082,19/01/2027,Bottle,2,43.20
BEDIMOX 1000 TAB 20'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2200433-1,19/08/2024,mg,0,75.00
ACICLOVIR VIREST CREAM 5% HOVID 5G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0009580,30/09/2025,Tube,0,38.00
CLARITYNE SYR,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,W021131,30/06/2025,Syrup,2,124.20
CANDID-V GEL 30G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,10212521,31/10/2024,Tube,0,69.00
XIN-A CIPROFLOXACIN 250MG/5ML 60ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,P0263002,31/01/2027,Bottle,3,69.30
BEL VITAMIN C PLUS Z SYRUP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,6551651,30/09/2025,Bottle,4,17.00
VITAC-Z SYRUP 100ML MENZBEK,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MA-1163,30/09/2025,ml,0,17.00
POLAR ICE GEL 227G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,22018,30/09/2027,Container,1,45.00
DUPHASTON 10mg 20's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,369917,30/09/2025,Box,1,152.10
DEL C VITAMIN C SYR 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5SDFGHJ,30/09/2025,ml,0,11.00
PEPSODENT CHARCOAL WHITE 130G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FDU64G,30/09/2025,pc,0,23.00
COLGATE HERBAL TOOTHPASTE 140G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GSOREF85,30/09/2025,gram,0,20.00
GAVISCON LIQUID PEPPERMINT 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,717FJD68,30/09/2025,Bottle,0,114.00
COTTON BUDS 200'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,YDIID7XC8,30/09/2026,Piece,0,12.00
FLEMING AMOXICILLIN/CLAVULANIC TABS 625MG 14'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A30237,30/09/2025,mg,5,50.00
NEFLUCON  CAPS 150MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0209Y,07/09/2025,Capsule,0,9.00
BEDIMOX 625 TAB 14'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8965DF68H,30/09/2025,mg,0,60.00
VITANE DROPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CW30,31/08/2025,pc,0,79.00
MZONE PREGNANCY TEST,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2302021,31/08/2025,ml,0,5.00
TADALAFIL TABLET USP 5MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,23154701,31/08/2025,Tablet,0,45.00
NATRILIX SR INDAPAMIDE 1.5MG TAB 30'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,6076470,31/08/2027,Tablet,2,166.50
KAMAGRA 50 MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8415965L,31/08/2025,sachet,0,87.00
KOSA SALINE NASAL DROP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SA10,31/08/2026,Container,0,8.00
BORIC ACID SPIRIT EAR DROP KOSA,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BAS5005,31/08/2026,Vial,0,9.00
EBONY CONDOM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,Tv765h8g,31/08/2027,Pack,18,7.00
FRELET 75 TABS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AG36302,31/08/2025,Tablet,1,36.90
CLARITHROMYCIN TAB 500MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,M002,31/08/2025,Box,0,61.00
COLGATE TRIPLE ACTION PASTE 140G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,54845745,31/08/2027,Box,4,35.50
COLGATE TWIN TRIPLE ACTION TOOTHBRUSH,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,941961585,31/08/2025,Piece,0,15.00
YAZZ TOOTHBRUSH,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,848968,31/08/2027,Piece,0,5.00
PEPSODENT HERBAL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5818961,31/08/2027,gram,6,24.00
COLGATE CHARCOAL PASTE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,18496535,31/08/2027,Box,3,22.00
MUCOTIN CHILD SYRUP 2% 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L017F003,31/08/2025,ml,0,17.00
MUCOTIN ADULT 5% SYRUP EXPECTORANT 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L018G001,31/08/2025,ml,0,19.00
C-PHENIRAMINE SYR 100ML ECL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0312Y,31/12/2025,Bottle,0,18.00
LUEX CHILDREN'S CHESTY COUGH SYRUP 150ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2EL01071,31/01/2027,Bottle,5,42.00
ULTRA VITAMIN C WITH ZINC 1000MG 30'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,F164780,31/01/2025,mg,0,85.00
DEXATROL EYE DROPS 5ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2207080,31/08/2025,Container,0,39.00
SKYCLAV 1000 AMOXILCILLIN/CLAVULANATE TABS 875/125MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EBT230071,28/02/2025,Pack,0,53.00
ORGANIC CHARCOAL POWDER 200g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,022024,31/01/2025,Container,0,18.00
PREGNACARE MAX,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PM2308,31/10/2026,mg,2,410.00
POSTINOR 2,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,199689F,31/07/2027,pc,1,5.00
GASTRONE PLUS ANTACID SUSP 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,67567838,31/08/2025,Bottle,2,25.00
ZINTAB  20 DISPERSIBLE TAB,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2684278,31/08/2026,Tablet,1,2.00
"HIGH ELASTIC BANDAGES 2""",Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2484547851,31/08/2025,Piece,0,8.00
"HIGH ELASTIC BANDAGE 3""",Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8785418784,31/08/2025,Piece,1,10.00
GOLD CIRCLE CONDOM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,21N2516,30/09/2026,mg,0,5.00
SAMALIN JUN. NON DROWSY 125ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,V-NS003,30/11/2025,Syrup,1,21.00
SEVEN SEAS COD LIVER CAPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1463680100,30/06/2025,Capsule,0,118.80
CALPROFEN IBUPROFEN SUSPENSION 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NCH4A00,28/02/2026,Bottle,0,164.00
COTTON WOOL 500MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20170710,31/12/2027,Piece,1,54.00
M2-TONE TABLETS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BTMT971,31/05/2025,Pack,0,129.00
OTRIVINE CHILD NASAL DROPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ET3Y,31/08/2026,Box,1,77.00
OPTREX MULTI ACTION EYE WASH 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NA863,31/08/2025,Bottle,2,129.00
COTTON WOLL 250G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20210810,10/08/2026,Roll,0,32.00
ASCOVITE-ZEE CHEWABLE TABLETS  Vitamin C + ZINC ECL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0303X,31/03/2024,Tablet,0,16.00
EVECARE CAPSULES 30 (HIMALAYA),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112201211,31/03/2027,Box,2,132.00
ZENTEL SUSP. 20ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,54422004,31/10/2026,ml,2,39.40
ACCURATE PREGNANCY TEST KIT 25'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HCG16050074,31/08/2025,Box,0,5.00
HAEMATOVITE CAPSULES 30',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20008,31/10/2023,Capsules,0,15.00
"ATENOLOL 25MG, 28TBS. (GENESIS)UK",Oddaremma Chemists Limited,Retail,Richard Addo Owusu,K52922004,31/08/2026,Pack,4,26.50
WHOLESALE COA MIXTURE 6,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,668199,31/08/2025,Bottle,0,110.00
WHOLESALE COA MIXTURE 10,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,66816,31/07/2025,Bottle,0,100.00
PENICILIN V 125MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0890343,30/04/2027,,111,2.50
MAGACID SUSP 150ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,23016,30/06/2026,ml,2,14.70
CARE CALAMINE LOTION 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,21HL,26/02/2025,Lotion,5,11.00
MAJOR LIVERPLEX B MULTIVITAMIN ADULT SYRUP 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2205014,30/04/2025,Bottle,0,20.00
FOLIGROW CAP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,C011E011,31/07/2026,pc,2,35.00
JOINTCARE GLUCOSAMINE (ORIGNAL),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,157477A,30/09/2024,Capsule,1,120.00
OPTREX BLOOD SHOOT EYE DROPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NK368,31/12/2025,Bottle,0,138.00
ZINTAB 10 DISPERSIBLE TAB MGP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZT257E,30/04/2025,Tablet,0,2.00
DRAGON CONDOM BLACK,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20J45,30/09/2025,pc,0,8.00
DRAGON  CONDOM DOTTED,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20J45,30/09/2025,sachet,0,8.00
GLUCO-NAF-D (PLAIN),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8469845,30/06/2027,pc,6,42.00
RHINAPHYTO SYRUP 100ML SANOFI,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2KLF81DY,31/08/2025,Bottle,0,94.50
WELLWOMAN PLUS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,WP2301,30/06/2027,Capsule,0,280.00
WELLMAN PLUS CAPS (UK),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,WP2214,30/06/2025,Pack,0,207.00
RESCOFER BLOOD TONIC 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,01032,31/03/2026,Bottle,0,40.00
PROMAN VITAMIN DRINK 250ML (EXETER),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,07/M,28/02/2025,ml,0,21.00
GYNO-DAKTARIN 40G VAGINAL CREAM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MHB2A00,31/07/2024,Cream,0,126.00
DIABETONE 30CAPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DE2106T,31/05/2024,mg,2,128.00
ASTYFER LIQUID,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ARL22030,31/03/2024,Bottle,3,47.00
ENACIN- C CLINDAMYCIN 150MG CAP 100'S ECL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,587957,30/06/2024,Tablet,30,12.00
SUDOCREM 250G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,56233,10/04/2024,Tube,0,147.00
PREGNANCY MONO CASSETTE TEST,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12356,30/06/2025,Container,0,5.00
BEL COLA DRINK,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,165024,30/04/2024,Bottle,0,3.00
LIVE PURE  CLEANSE 60 CAPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,M4922A,01/11/2024,Capsule,0,120.00
PREGNACARE 19 CAPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PTMR2208SA,28/02/2026,Capsule,2,180.00
CIPAC EYE DROP 10ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CPS124,31/03/2025,ml,0,7.00
MALAR 2 FORTE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0808Y,31/08/2024,pc,0,30.60
Nose Mask,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5431,31/05/2024,Pak,0,1.00
ESCOTRIM TAB,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,03,23/03/2024,Tablet,0,4.00
DRAGON LOZENGES 20mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DR/11,31/12/2026,Tablet,12,10.00
TYLENOL 500MG 24'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,C006JX,31/08/2025,Box,0,147.00
PANADOL  EXTRA ADVANCE PARACETAMOL 500MG TAB 14'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TR8D,31/12/2025,Tablet,0,77.00
VALUPAK VITAMIN C+ZINC,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L2207/1,31/08/2025,Tablets,0,83.00
HAEMOGLOBIN WITH VITAMIN B12 - LETAP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0370853,28/02/2026,ml,0,10.00
LISINOPRIL 5MG 28TAB'S (CRESCENT),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,06117,31/08/2025,Tablet,1,17.70
