PRODUCT,LOCATION,LOCATION TYPE,CREATED,BATCH,EXPIRE,QUANTITY LEFT,BASE PRICE LIST,QTY,Days Left,Reorder Date
salbutamol ventolin inhaler,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OOIKKJDRZ000987,2024-11-30,0,82.0,1.0,0.0,2025-03-27 17:34:40.971915
metagyl tablets 400mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKIUKKJDRZ000987,2028-01-30,0,4.0,1.7763157894736843,0.0,2025-03-27 17:34:40.971915
metagyl tablets 200mg 500',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1KKKHH,2025-11-30,0,3.0,2.265625,0.0,2025-03-27 17:34:40.971915
septilin 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OOKKKJDRZ000987,2025-11-30,0,49.5,1.25,0.0,2025-03-27 17:34:40.971915
potassium citrate mixture,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,YYTBASACT000098,2024-02-28,0,52.0,1.4,0.0,2025-03-27 17:34:40.971915
lofnac-100  tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKOKKJDRZ000987,2025-11-30,0,8.0,1.1764705882352942,0.0,2025-03-27 17:34:40.971915
candid cream 20g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CCKKJDRZ000987,2027-11-30,10,28.0,1.1111111111111112,9.0,2025-03-31 17:34:40.971915
ciprolex tabs 500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FVC3380159,2026-06-30,7,32.0,1.2115384615384615,5.777777777777779,2025-03-28 12:14:40.971915
coldrilif syrup 60ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L02738,2026-11-30,5,17.0,1.0517241379310345,4.754098360655738,2025-03-27 17:34:40.971915
benylin chesty coughs orig. 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FQA997104,2027-10-31,1,145.0,1.2222222222222223,0.8181818181818181,2025-03-27 17:34:40.971915
benylin mucus cough max honey and lemon 100mg/5ml 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,UUC72569901,2026-12-31,1,191.0,1.1428571428571428,0.875,2025-03-27 17:34:40.971915
xylo acino xylometazoline 0.1% adult nasal spray,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FG357789,2023-09-02,0,161.0,1.0,0.0,2025-03-27 17:34:40.971915
clear ear olive ear drops 10ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VBC5689977,2023-12-08,0,17.0,1.0,0.0,2025-03-27 17:34:40.971915
dexatrol oint.,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VBC5689977,2024-01-19,0,28.0,1.0,0.0,2025-03-27 17:34:40.971915
buscopan cramps tab  20's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,jjLLLLKKJDRZ000987,2026-10-31,0,7.2,4.837209302325581,0.0,2025-03-27 17:34:40.971915
rough rider condom fp 3',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BA3536478,2027-01-01,7,25.0,1.4478260869565218,4.834834834834835,2025-03-27 17:34:40.971915
no.10 liversalt ern,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZBASACT000098,2027-09-30,134,2.0,5.262955854126679,25.460977388767322,2025-04-17 04:38:29.418304
live pure cleanse caps 30,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,675432,2023-05-02,0,60.0,1.2,0.0,2025-03-27 17:34:40.971915
zinnat cefuroxime 125mg/5ml susp 50ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JHGGBB1123O00,2024-10-31,0,199.0,1.0,0.0,2025-03-27 17:34:40.971915
starcold tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IUGGBB1123O00,2025-10-31,0,6.0,1.6,0.0,2025-03-27 17:34:40.971915
vitaminc+zinc(reedy),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OOGGBB1123O00,2026-10-31,0,50.0,1.5,0.0,2025-03-27 17:34:40.971915
exevit-c 1000mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,WWGGBB1123O00,2024-04-30,1,35.0,1.125,0.8888888888888888,2025-03-27 17:34:40.971915
coa mixture 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,COBB1123O00,2023-10-31,0,118.0,1.4859154929577465,0.0,2025-03-27 17:34:40.971915
stopkof expectorant  children 2%100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DRTTKKJDRZ000987,2027-10-31,6,21.0,1.0555555555555556,5.684210526315789,2025-03-28 09:59:56.761389
gofex tab 400mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GG1234,2025-06-30,0,27.0,1.1272727272727272,0.0,2025-03-27 17:34:40.971915
zincovit multivitamin syr 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,oPPSOSIHDBE,2027-02-28,7,54.6,1.0769230769230769,6.5,2025-03-29 05:34:40.971915
neo-hycolex 10ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,opieje8fh4,2027-07-31,2,59.0,1.0833333333333333,1.8461538461538463,2025-03-27 17:34:40.971915
olfen gel 50g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSPPB0588B01,2024-05-31,1,68.0,1.0,1.0,2025-03-27 17:34:40.971915
flagentyl secnidazole 500mg tab 4's ,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ffKKAML9870U,2023-02-28,0,75.0,1.0,0.0,2025-03-27 17:34:40.971915
deep freeze gel s/s 35g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ddLNO0098,2025-02-28,0,83.0,1.0,0.0,2025-03-27 17:34:40.971915
deep freeze spray,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ddACT000098,2026-08-31,2,161.0,1.0,2.0,2025-03-27 17:34:40.971915
procomil spray singles,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ffBASACT000098,2026-02-28,1,182.0,1.0434782608695652,0.9583333333333334,2025-03-27 17:34:40.971915
gastrone plus 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGBASACT000098,2026-06-30,1,37.5,1.119047619047619,0.8936170212765957,2025-03-27 17:34:40.971915
apetamin syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,hhhyy7899,2027-05-31,3,65.0,1.0869565217391304,2.7600000000000002,2025-03-27 17:34:40.971915
glucorange powder,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KOIUKJDRZ000987,2024-09-30,0,10.0,1.0,0.0,2025-03-27 17:34:40.971915
gluco naf vit c,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OOKKKJDRZ000987,2027-04-30,6,42.0,1.0,6.0,2025-03-28 17:34:40.971915
glucolife c,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,POLLKKJDRZ000987,2027-09-30,1,39.0,1.0,1.0,2025-03-27 17:34:40.971915
seven seas jointcare active,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JYHT1234,2027-09-30,2,400.0,1.0,2.0,2025-03-27 17:34:40.971915
leopard tube 30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2024-08-31,0,13.0,1.0,0.0,2025-03-27 17:34:40.971915
night nurse cap,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,nnBB1123O00,2023-08-31,0,75.0,1.0,0.0,2025-03-27 17:34:40.971915
co-trimoxazole susp 100ml (letap),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ccBB1123O00,2027-08-31,3,7.0,1.5,2.0,2025-03-27 17:34:40.971915
b-complex tablet 10's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BB1123O00,2024-08-31,0,2.0,2.1777777777777776,0.0,2025-03-27 17:34:40.971915
lomide caps 2mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1111LLOMDKHT0098,2025-04-30,0,3.0,10.436170212765957,0.0,2025-03-27 17:34:40.971915
afrofranil 25mg tabs 30's (novartis),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,dddDKHT0098,2027-06-30,42,4.5,4.387096774193548,9.573529411764707,2025-04-01 07:20:33.913091
tadol tramadol 100mg caps 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,t5t5WEF2003PA,2027-08-31,33,9.0,9.833333333333334,3.3559322033898304,2025-03-27 17:34:40.971915
lyrica 150mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L109IMT009I6,2024-05-31,9,26.0,4.75,1.894736842105263,2025-03-27 17:34:40.971915
lexofen ibuprofen susp 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLOIK9KKJDRZ000987,2025-08-31,0,42.0,1.0476190476190477,0.0,2025-03-27 17:34:40.971915
dulcolax adult 5mg 10's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NNKKKJDRZ000987,2023-08-31,0,2.0,10.0,0.0,2025-03-27 17:34:40.971915
pilex ointment 30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KYH4K1234,2026-09-30,2,78.0,1.0,2.0,2025-03-27 17:34:40.971915
optrex sore eye drops  10ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OPKY98KKJDRZ000987,2025-11-30,0,141.0,1.0,0.0,2025-03-27 17:34:40.971915
amaryl glimepride 2mg tab 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,344GKKJDRZ000987,2024-08-31,0,4.3,17.5,0.0,2025-03-27 17:34:40.971915
dragon lube jelly cooling sensation 50ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKIKKJDRZ000987,2024-08-31,0,27.0,1.0,0.0,2025-03-27 17:34:40.971915
lubrimax jelly personal lubricant,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LKHY1234,2026-08-31,0,53.2,1.0,0.0,2025-03-27 17:34:40.971915
tenox amlordipin 5mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NF3639,2023-05-28,0,2.0,30.0,0.0,2025-03-27 17:34:40.971915
perfectdent lozenges,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PD01,2023-09-30,0,6.0,1.0,0.0,2025-03-27 17:34:40.971915
zymax azithromycin 250mg tab 6's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0411x,2024-11-28,0,29.0,1.0769230769230769,0.0,2025-03-27 17:34:40.971915
kwik action,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,21002,2027-06-01,103,2.0,2.0,51.5,2025-05-13 05:34:40.971915
ascorbin vitamin c syr. 100ml (child care),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0810061,2023-01-31,0,6.0,1.0,0.0,2025-03-27 17:34:40.971915
wellman 70+ caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,155748,2025-04-30,0,135.0,1.0,0.0,2025-03-27 17:34:40.971915
omeprazole 20mg caps 28's (teva),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PPKKJDRZ000987,2023-10-31,0,22.0,1.6666666666666667,0.0,2025-03-27 17:34:40.971915
mycolex 3 triple action cream30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKKKJDRZ000987,2027-07-31,4,42.0,1.150943396226415,3.475409836065574,2025-03-27 17:34:40.971915
vitamin b denk tab 100's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2027-07-31,9,43.0,2.125,4.235294117647059,2025-03-27 17:34:40.971915
wellwoman sports,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EEEECCC23,2024-07-31,1,60.0,1.0,1.0,2025-03-27 17:34:40.971915
atorvastatin 40mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TTKKJDRZ000987,2026-03-31,3,69.0,1.2105263157894737,2.4782608695652173,2025-03-27 17:34:40.971915
osteocare tab uk chewable,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHKKJDRZ000987,2026-11-30,0,84.0,1.0,0.0,2025-03-27 17:34:40.971915
candid b cream 0.025% 15g glenmark,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CCC1234,2026-07-31,0,29.7,1.0625,0.0,2025-03-27 17:34:40.971915
fama cod tablets,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FFHHKKJDRZ000987,2025-07-31,0,5.0,1.3703703703703705,0.0,2025-03-27 17:34:40.971915
tiger caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TTKKJDRZ000987,2024-07-31,0,24.0,4.0,0.0,2025-03-27 17:34:40.971915
zubes lozenges,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2026-07-31,0,3.0,2.508771929824561,0.0,2025-03-27 17:34:40.971915
zubes expectorant 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHKKJDRZ000987,2024-07-31,0,24.0,1.0769230769230769,0.0,2025-03-27 17:34:40.971915
lexsporin antibiotic ointment 20g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHKKJDRZ000987,2026-07-31,3,70.0,1.0,3.0,2025-03-27 17:34:40.971915
gyno mycolex miconazole 400mg pess 3's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FFF1234,2027-07-31,3,64.5,1.1612903225806452,2.583333333333333,2025-03-27 17:34:40.971915
ky jelly 82g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSKKJDRZ000987,2027-07-31,0,100.0,1.0476190476190477,0.0,2025-03-27 17:34:40.971915
benylin children nighr cough 6 yrs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BBKKJDRZ000987,2025-07-31,0,68.0,1.0,0.0,2025-03-27 17:34:40.971915
benylin children dry cough and sore throat syrup 1yr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,mmKKJDRZ000987,2027-07-31,1,103.0,1.0,1.0,2025-03-27 17:34:40.971915
mist expect sed,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,kkdfRM228,2025-10-31,0,10.0,1.2162162162162162,0.0,2025-03-27 17:34:40.971915
mist sennaco 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKVH00098,2027-03-31,5,7.0,1.231638418079096,4.059633027522936,2025-03-27 17:34:40.971915
methylated spirit 60ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MMPFT0098Y,2027-02-28,8,5.6,1.2721518987341771,6.288557213930349,2025-03-29 00:30:12.315199
rubbing alcohol,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RRMT009I6,2025-03-31,0,25.0,1.119047619047619,0.0,2025-03-27 17:34:40.971915
amoksiclav 312/5ml suspension,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AANNMNJ6643,2024-06-25,0,30.0,1.0,0.0,2025-03-27 17:34:40.971915
lexporin 2og,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLNJ6643,2025-05-31,0,75.0,1.0,0.0,2025-03-27 17:34:40.971915
kofof cough syrup child,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KIUYKKJDRZ000987,2024-05-31,0,8.0,1.0,0.0,2025-03-27 17:34:40.971915
carbozap junior  100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHYTNJ6643,2024-04-30,0,8.0,1.0,0.0,2025-03-27 17:34:40.971915
gv fluc fluconazole 150mg tab 1's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FGTRNJ6643,2023-11-30,0,10.0,1.3333333333333333,0.0,2025-03-27 17:34:40.971915
stardium caps usp 2mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJSSLFT000987,2024-07-31,0,3.0,6.338235294117647,0.0,2025-03-27 17:34:40.971915
stopkof cold & catarrh tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSLFT000987,2024-06-30,0,18.0,1.2857142857142858,0.0,2025-03-27 17:34:40.971915
coldiron syrup 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJUATL20094,2026-01-31,0,25.0,1.1176470588235294,0.0,2025-03-27 17:34:40.971915
zinc oxide adhesive plaster small 1inc,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZZNJ6643,2024-06-29,0,4.0,1.0,0.0,2025-03-27 17:34:40.971915
robb jar,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RRNJ6643,2027-06-30,15,9.0,1.2564102564102564,11.938775510204081,2025-04-03 16:06:31.175997
coartem tab 20/120 18's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKIIJHGG87,2024-02-27,0,60.0,1.5,0.0,2025-03-27 17:34:40.971915
fleming amoxicillin/clavulanic tabs 1000mg 14's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ssNJ6643,2025-10-31,0,75.0,1.25,0.0,2025-03-27 17:34:40.971915
paracetamol (exeter) 125ml syr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKNJ6643,2024-06-30,0,5.0,2.03125,0.0,2025-03-27 17:34:40.971915
fleming 457 70ml sanofi,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJKKLLKKJDRZ000987,2024-06-30,0,45.0,1.0,0.0,2025-03-27 17:34:40.971915
soothing strobin lozenges,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLK1234,2026-07-31,0,3.6,2.164429530201342,0.0,2025-03-27 17:34:40.971915
relcer antacid gel susp 180ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HH1234,2024-06-30,0,15.0,1.0,0.0,2025-03-27 17:34:40.971915
res-q suspension 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SS1234,2024-06-04,0,13.0,1.0,0.0,2025-03-27 17:34:40.971915
wellkid susp. 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DKKLLKKJDRZ000987,2026-06-30,1,191.5,1.0,1.0,2025-03-27 17:34:40.971915
luex baby cough syrup 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLL1234,2027-01-31,6,42.0,1.1666666666666667,5.142857142857142,2025-03-27 21:00:23.829058
nizoral cream ketoconazole 15g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLLLKKJDRZ000987,2025-06-30,0,71.0,1.0,0.0,2025-03-27 17:34:40.971915
luex children's chesty cough syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IILLKKJDRZ000987,2025-06-30,0,42.0,1.0625,0.0,2025-03-27 17:34:40.971915
zedex herbal 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJLLKKJDRZ000987,2024-06-30,0,11.0,1.0,0.0,2025-03-27 17:34:40.971915
bro-zedex cough syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHLLKKJDRZ000987,2024-06-30,0,21.0,1.0,0.0,2025-03-27 17:34:40.971915
zirtek syr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZZLLKKJDRZ000987,2024-06-30,0,82.0,1.0,0.0,2025-03-27 17:34:40.971915
histazine cetirizine 5mg/5ml syrup 60ml ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJKKJDRZ000987,2025-06-30,0,14.0,1.1538461538461537,0.0,2025-03-27 17:34:40.971915
nesben albendazole 100mg/5ml susp 20ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NNLLKKJDRZ000987,2026-08-31,0,15.0,1.4545454545454546,0.0,2025-03-27 17:34:40.971915
sildenafil 50mg tab 8's teva,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DDMTTss112360,2024-04-30,1,28.0,1.8421052631578947,0.5428571428571428,2025-03-27 17:34:40.971915
doxycycline 100mg caps 100's ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DDMTTss112360,2024-04-30,0,5.0,5.564516129032258,0.0,2025-03-27 17:34:40.971915
minamino syrup 200ml b/s,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKMTTss112360,2026-03-30,4,117.0,1.0625,3.764705882352941,2025-03-27 17:34:40.971915
gaviscon antacid 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGGKKJDRZ000987,2024-09-30,0,82.0,1.0,0.0,2025-03-27 17:34:40.971915
jet 2 inhaler,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJJ1234,2025-08-31,2,15.0,1.2428571428571429,1.6091954022988506,2025-03-27 17:34:40.971915
feroglobin liquid 500ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FF1234,2024-04-30,0,122.0,1.0,0.0,2025-03-27 17:34:40.971915
ampicillin susp,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSkkkoiiugggffgf9,2024-04-30,0,5.0,1.0,0.0,2025-03-27 17:34:40.971915
azithromycin (zithromax )cap 250mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IzzUUUGG56GT,2027-04-30,2,199.0,1.064516129032258,1.878787878787879,2025-03-27 17:34:40.971915
nurofen syrup strawberry 00ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NNFSSDFF0098J,2025-02-01,0,79.0,1.0,0.0,2025-03-27 17:34:40.971915
tab atenolol 50mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TYBIO99909,2027-03-31,4,19.5,1.0,4.0,2025-03-27 17:34:40.971915
cortisone hydrocortisone 1% cream 15g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FYDOIGFF09JJJ,2024-11-30,0,23.0,1.2,0.0,2025-03-27 17:34:40.971915
benylin infant's cough,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BFSDERR4409OI,2026-01-30,0,119.0,1.0,0.0,2025-03-27 17:34:40.971915
epanol syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EPSSDERR4409OI,2026-05-31,0,15.0,1.1358024691358024,0.0,2025-03-27 17:34:40.971915
piriton syrup (chlorphenamine) 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PRTMRTYY889,2027-01-31,3,149.0,1.0,3.0,2025-03-27 17:34:40.971915
cetirizine syrup ozine 60ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ccBIO99909,2023-01-31,0,8.0,1.0,0.0,2025-03-27 17:34:40.971915
nifedi-denk 20mg 100's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MFOIGFF09JJJ,2026-02-28,0,2.0,16.666666666666668,0.0,2025-03-27 17:34:40.971915
metformin denk 1000 tab blister,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MRTYY889,2027-05-31,26,4.5,12.954545454545455,2.007017543859649,2025-03-27 17:34:40.971915
k y lubricating jelly 57g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MTTss112360,2024-04-30,0,54.0,1.0,0.0,2025-03-27 17:34:40.971915
mothercare gripe water (exeter,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MTTss112360,2024-03-31,0,20.0,1.0,0.0,2025-03-27 17:34:40.971915
loratidine tablet 10mg(loratyn),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,UYYYGGFD,2024-03-31,0,10.0,1.0,0.0,2025-03-27 17:34:40.971915
benylin 4flu liquid 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1JJ12360TMMM,2023-03-31,0,61.0,1.0,0.0,2025-03-27 17:34:40.971915
johnson baby cotton buds 200pcs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGGkkkoiiugggffgf9,2025-03-31,0,29.0,1.0,0.0,2025-03-27 17:34:40.971915
salbutalin syrup 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,kkkoiiugggffgf9,2026-07-31,3,18.0,1.0,3.0,2025-03-27 17:34:40.971915
vitamin c syrup abc,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NNNNLLKKJDRZ000987,2025-01-31,0,11.0,1.1666666666666667,0.0,2025-03-27 17:34:40.971915
fisherman's friend lozenge 25g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHKKJDRZ000987kkk,2025-03-31,0,19.0,1.3006993006993006,0.0,2025-03-27 17:34:40.971915
fisherman's friend lozenge 25g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DRZ000987kkl,2025-03-31,0,9.0,1.3006993006993006,0.0,2025-03-27 17:34:40.971915
fisherman's friend,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKKKJDRZ000987,2025-03-31,0,11.0,1.4420289855072463,0.0,2025-03-27 17:34:40.971915
rizole  metronidazole 200mg/5ml  100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RRLLKKJDRZ000987,2024-02-29,0,8.0,1.0,0.0,2025-03-27 17:34:40.971915
cadiphen cough expectorant 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHHHJJJUY,2024-02-29,0,17.0,1.0,0.0,2025-03-27 17:34:40.971915
benylin dry & tickly cough syrup 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TTYLLKKJDRZ000987,2027-02-28,2,173.0,1.0,2.0,2025-03-27 17:34:40.971915
gebexine tabs 500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKOILLKKJDRZ000987,2024-02-29,0,25.0,1.0,0.0,2025-03-27 17:34:40.971915
luex adult chesty cough syrup 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKIULLKKJDRZ000987,2025-02-28,0,44.5,1.0930232558139534,0.0,2025-03-27 17:34:40.971915
day nurse liquid,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LKKIOLKKJDRZ000987,2024-02-28,0,198.0,1.0,0.0,2025-03-27 17:34:40.971915
tadalafil tab 20mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,YTDRZ000987,2023-05-31,0,36.0,1.5,0.0,2025-03-27 17:34:40.971915
spring valley omega 3 1000mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSLLKKJDRZ000987,2022-07-31,0,80.0,1.0,0.0,2025-03-27 17:34:40.971915
zincofer capsules,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,bbhhhj0989,2024-05-31,0,63.0,1.05,0.0,2025-03-27 17:34:40.971915
aspanol productive cough syrup 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKLLKKJDRZ000987,2024-01-31,0,13.0,1.0,0.0,2025-03-27 17:34:40.971915
sporanox itraconazole 100mg cap 15's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGKKJDRZ000987,2024-01-31,0,125.0,1.0,0.0,2025-03-27 17:34:40.971915
viagra 50mg 4',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VJDRZ000987,2025-01-31,0,177.3,1.125,0.0,2025-03-27 17:34:40.971915
betafena syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLOLLKKJDRZ000987,2024-01-31,0,11.0,1.0,0.0,2025-03-27 17:34:40.971915
tobufen syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PLLKKJDRZ000987,2024-01-31,0,9.0,1.5,0.0,2025-03-27 17:34:40.971915
bella cough syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LKDRZ000987,2024-01-31,0,9.0,1.5,0.0,2025-03-27 17:34:40.971915
stopkof adult cough syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLLKKJDRZ000987,2027-01-31,10,22.0,1.08,9.25925925925926,2025-03-31 23:48:00.971915
stopkof cold & catarrh 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KLLKKJDRZ000987,2026-01-31,0,27.7,1.105263157894737,0.0,2025-03-27 17:34:40.971915
stopkof dry cough syrup  100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKDRZ000987,2027-01-31,2,25.0,1.0,2.0,2025-03-27 17:34:40.971915
