,CATEGORY,PRODUCT,DATE,CUSTOMER NAME,STATUS,INVOICE NUMBER,UNIT,QTY,UNIT PRICE,TOTAL AMOUNT,ENCOUNTER TYPE,CREATED BY
14895,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-07-01,,Paid,IN-OCL-034552-2,,1,1.8,1.8,walk-in,Stella Anane
14892,Medical,BEL-AQUA WATER M/S,2024-07-01,,Paid,IN-OCL-034554-2,ml,1,3.0,3.0,walk-in,Stella Anane
14893,Non-medical,DORETA TAB,2024-07-01,,Paid,IN-OCL-034553-9,Tab,10,6.3,63.0,walk-in,Stella Anane
14891,Non-medical,TOT'HEMA AMPOULES 20'S,2024-07-01,,Paid,IN-OCL-034555-1,Ampoule,3,5.2,15.6,walk-in,Stella Anane
14894,Non-medical,EASYCARE FABRIC PLASTERS SACHET,2024-07-01,,Paid,IN-OCL-034553-9,Piece,10,1.8,18.0,walk-in,Stella Anane
14896,Non-medical,DICLO-DENK RECTAL 100MG 10',2024-07-01,,Paid,IN-OCL-034551-9,pc,1,6.2,6.2,walk-in,Stella Anane
14900,Non-medical,COLODIUM LOPERAMIDE 2MG CAP 100'S HOVID,2024-07-01,,Paid,IN-OCL-034549-5,Tablet,2,5.4,10.8,walk-in,Stella Anane
14898,Non-medical,LONART DS,2024-07-01,,Paid,IN-OCL-034550-0,Tab,1,31.0,31.0,walk-in,Stella Anane
14899,Non-medical,NO.10 LIVERSALT ERN,2024-07-01,,Paid,IN-OCL-034549-5,sachet,2,1.8,3.6,walk-in,Stella Anane
14901,Non-medical,MUCOTIN ADULT 5% SYRUP EXPECTORANT 100ML,2024-07-01,,Paid,IN-OCL-034548-0,ml,1,17.1,17.1,walk-in,Stella Anane
14902,Non-medical,ZYMAX AZITHROMYCIN 500MG TAB 3'S,2024-07-01,,Paid,IN-OCL-034548-0,Tablet,1,31.5,31.5,walk-in,Stella Anane
14903,Non-medical,EASYCARE FABRIC PLASTERS SACHET,2024-07-01,,Paid,IN-OCL-034547-8,Piece,3,1.8,5.4,walk-in,Stella Anane
14890,Non-medical,FUNBACT-A TRIPPLE ACTION,2024-07-01,,Paid,IN-OCL-034556-8,Tube,1,13.5,13.5,walk-in,Stella Anane
14897,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-07-01,,Paid,IN-OCL-034550-0,Pack,1,4.5,4.5,walk-in,Stella Anane
14889,Non-medical,MIST MAG. TRISILICATE 200ML,2024-07-01,,Paid,IN-OCL-034556-8,Bottle,1,8.5,8.5,walk-in,Stella Anane
14877,Non-medical,HYDROGEN PEROXIDE (ECL'S),2024-07-01,,Paid,IN-OCL-034563-9,Bottle,1,11.4,11.4,walk-in,Stella Anane
14887,Non-medical,FLUXACIN FLUCLOXACILIN 125MG/5ML SUSP 100ML ECL,2024-07-01,,Paid,IN-OCL-034558-8,Bottle,1,18.0,18.0,walk-in,Stella Anane
14904,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-07-01,,Paid,IN-OCL-034546-0,Pack,1,4.5,4.5,walk-in,Stella Anane
14873,Non-medical,LYDIA POSTPILL,2024-07-01,,Paid,IN-OCL-034567-7,Pack,1,13.5,13.5,walk-in,Stella Anane
14874,Non-medical,DIAZEPAM 10MG TAB 500'S ECL,2024-07-01,,Paid,IN-OCL-034566-4,Tablet,1,1.8,1.8,walk-in,Stella Anane
14875,Medical,AWAKE WATER 500ML,2024-07-01,,Paid,IN-OCL-034565-7,ml,1,2.0,2.0,walk-in,Stella Anane
14876,Non-medical,Citro C 100mg Tab,2024-07-01,,Paid,IN-OCL-034564-7,gram,2,2.7,5.4,walk-in,Stella Anane
14878,Non-medical,CALAMINE LOTION 100ML,2024-07-01,,Paid,IN-OCL-034562-2,Bottle,1,9.9,9.9,walk-in,Stella Anane
14888,Non-medical,VISCOF-D SYRUP 100ML,2024-07-01,,Paid,IN-OCL-034557-1,Bottle,1,37.8,37.8,walk-in,Stella Anane
14879,Non-medical,E-PANOL PARACETAMOL 120MG/5ML 100ML,2024-07-01,,Paid,IN-OCL-034562-2,Bottle,1,13.5,13.5,walk-in,Stella Anane
14881,Non-medical,SOOTHING STROBIN LOZENGES,2024-07-01,,Paid,IN-OCL-034561-6,Strip,1,2.7,2.7,walk-in,Stella Anane
14882,Non-medical,XOC CHARCOL M\W,2024-07-01,,Paid,IN-OCL-034561-6,Box,1,64.0,64.0,walk-in,Stella Anane
14883,Medical,COTTON WOOL 50MG,2024-07-01,,Paid,IN-OCL-034560-1,Piece,1,10.8,10.8,walk-in,Stella Anane
14884,Non-medical,SOOTHING STROBIN LOZENGES,2024-07-01,,Paid,IN-OCL-034559-0,Strip,2,2.7,5.4,walk-in,Stella Anane
14885,Non-medical,LUEX FLUREST COLD AND FLU TABLETS,2024-07-01,,Paid,IN-OCL-034559-0,,1,46.8,46.8,walk-in,Stella Anane
14886,Non-medical,HISTAZINE CETIRIZINE 5MG/5ML SYRUP 60ML ECL,2024-07-01,,Paid,IN-OCL-034558-8,Bottle,1,14.4,14.4,walk-in,Stella Anane
14880,Non-medical,FLUXACIN FLUCLOXACILIN 125MG/5ML SUSP 100ML ECL,2024-07-01,,Paid,IN-OCL-034562-2,Bottle,1,18.0,18.0,walk-in,Stella Anane
14905,Non-medical,NASAL INHALER LUEX,2024-07-01,,Paid,IN-OCL-034545-2,Container,1,11.7,11.7,walk-in,Stella Anane
14935,Non-medical,ATORVASTATIN 40MG,2024-07-01,,Paid,IN-OCL-034526-6,Pack,1,81.0,81.0,walk-in,Janet Nyamekye
14907,Non-medical,VERMOX ORAL TABLET 500MG,2024-07-01,,Paid,IN-OCL-034544-8,,1,19.5,19.5,walk-in,Stella Anane
14926,Non-medical,LYDIA POSTPILL,2024-07-01,,Paid,IN-OCL-034535-4,Pack,1,13.5,13.5,walk-in,Janet Nyamekye
14927,Non-medical,DORETA TAB,2024-07-01,,Paid,IN-OCL-034534-6,Tab,10,6.3,63.0,walk-in,Janet Nyamekye
14928,Non-medical,POLYFER FORTE 200ML,2024-07-01,,Paid,IN-OCL-034533-6,Bottle,1,19.8,19.8,walk-in,Janet Nyamekye
14929,Medical,COTTON WOOL 50MG,2024-07-01,,Paid,IN-OCL-034532-3,Piece,1,10.8,10.8,walk-in,Janet Nyamekye
14930,Non-medical,METAGYL TABLETS 200MG 500',2024-07-01,,Paid,IN-OCL-034531-9,Tablet,1,2.7,2.7,walk-in,Janet Nyamekye
14932,Non-medical,CAMEL ANTISEPTIC 250ML,2024-07-01,,Send to cashier,IN-OCL-034529-8,Bottle,1,26.1,26.1,walk-in,Janet Nyamekye
14925,Non-medical,LYDIA POSTPILL,2024-07-01,,Paid,IN-OCL-034536-0,Pack,1,13.5,13.5,walk-in,Janet Nyamekye
14933,Non-medical,EFPAC TABLETS,2024-07-01,,Paid,IN-OCL-034528-0,Strip,1,2.7,2.7,walk-in,Janet Nyamekye
14936,Non-medical,MALAR 2 SUSPENSION,2024-07-01,,Paid,IN-OCL-034525-5,ml,1,27.0,27.0,walk-in,Janet Nyamekye
14937,Non-medical,BONNISAN (HIMALAYA) 120ML,2024-07-01,,Paid,IN-OCL-034525-5,ml,1,45.0,45.0,walk-in,Janet Nyamekye
14938,Non-medical,LEXOFEN IBUPROFEN SUSP 100ML,2024-07-01,,Paid,IN-OCL-034525-5,Single,1,40.5,40.5,walk-in,Janet Nyamekye
14939,Non-medical,ZULU-100 TABS,2024-07-01,,Paid,IN-OCL-034524-4,Tablets,1,8.1,8.1,walk-in,Janet Nyamekye
14940,Non-medical,TOT'HEMA AMPOULES 20'S,2024-07-01,,Paid,IN-OCL-034523-2,Ampoule,20,5.2,104.0,walk-in,Janet Nyamekye
14906,Medical,COTTON WOOL 50MG,2024-07-01,,Paid,IN-OCL-034545-2,Piece,1,10.8,10.8,walk-in,Stella Anane
14934,Non-medical,COA PLUS MIXTURE,2024-07-01,,Send to cashier,IN-OCL-034527-7,ml,1,189.0,189.0,walk-in,Janet Nyamekye
14924,Medical,AWAKE WATER 500ML,2024-07-01,,Paid,IN-OCL-034536-0,ml,1,2.0,2.0,walk-in,Janet Nyamekye
14931,Medical,BLOOD PRESSURE TEST,2024-07-01,,Paid,IN-OCL-034530-6,gram,1,2.2,2.2,walk-in,Janet Nyamekye
14922,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-07-01,,Paid,IN-OCL-034538-2,,2,1.8,3.6,walk-in,Janet Nyamekye
14923,Non-medical,MR Q,2024-07-01,,Paid,IN-OCL-034537-3,Vial,10,9.0,90.0,walk-in,Janet Nyamekye
14909,Non-medical,DIAZEPAM 10MG TAB 500'S ECL,2024-07-01,,Paid,IN-OCL-034543-5,Tablet,4,1.8,7.2,walk-in,Stella Anane
14910,Non-medical,MYCOSTAT CAPS,2024-07-01,,Paid,IN-OCL-034542-7,,1,10.0,10.0,walk-in,Janet Nyamekye
14911,Non-medical,DOXYCYCLINE 100MG - ERNEST CHEMIST,2024-07-01,,Paid,IN-OCL-034542-7,sachet,1,7.2,7.2,walk-in,Janet Nyamekye
14912,Non-medical,KETAZOL 30G,2024-07-01,,Paid,IN-OCL-034542-7,Tube,1,24.3,24.3,walk-in,Janet Nyamekye
14913,Non-medical,RHIZIN CETIRIZINE 10MG TAB 100'S,2024-07-01,,Paid,IN-OCL-034542-7,Tablet,1,1.8,1.8,walk-in,Janet Nyamekye
14914,Non-medical,MYCOVIN GRISEOFULVIN 500MG TAB 250'S,2024-07-01,,Paid,IN-OCL-034542-7,Tablet,1,20.7,20.7,walk-in,Janet Nyamekye
14908,Non-medical,JOY OINTMENT,2024-07-01,,Paid,IN-OCL-034544-8,Tube,1,9.0,9.0,walk-in,Stella Anane
14916,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-07-01,,Paid,IN-OCL-034540-9,,1,1.8,1.8,walk-in,Janet Nyamekye
14917,Non-medical,LONART DS,2024-07-01,,Paid,IN-OCL-034540-9,Tab,1,31.0,31.0,walk-in,Janet Nyamekye
14918,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-07-01,,Paid,IN-OCL-034539-0,,2,1.8,3.6,walk-in,Janet Nyamekye
14919,Non-medical,SOOTHING STROBIN LOZENGES,2024-07-01,,Paid,IN-OCL-034539-0,Strip,2,2.7,5.4,walk-in,Janet Nyamekye
14920,Medical,COTTON WOOL 50MG,2024-07-01,,Paid,IN-OCL-034539-0,Piece,1,10.8,10.8,walk-in,Janet Nyamekye
14921,Non-medical,FUNBACT-A TRIPPLE ACTION,2024-07-01,,Paid,IN-OCL-034539-0,Tube,1,13.5,13.5,walk-in,Janet Nyamekye
14915,Medical,COLGATE TRIPLE ACTION PASTE 140G,2024-07-01,,Paid,IN-OCL-034541-0,Box,1,18.0,18.0,walk-in,Janet Nyamekye
14822,Non-medical,SYRINGE,2024-07-02,,Paid,IN-OCL-034607-4,Syringes,5,0.9,4.5,walk-in,Stella Anane
14823,Non-medical,GEBEDOL TAB,2024-07-02,,Paid,IN-OCL-034606-9,Tab,2,4.1,8.2,walk-in,Stella Anane
14824,Non-medical,APC TAB CPD BL 10'S,2024-07-02,,Paid,IN-OCL-034605-0,Tab,2,2.7,5.4,walk-in,Stella Anane
14825,Non-medical,SECNIDAZOLE(LAVINA) TABS 1G 2'S,2024-07-02,,Paid,IN-OCL-034604-5,Packet,1,10.8,10.8,walk-in,Stella Anane
14826,Non-medical,AMLODIPINE 10MG TAB 28'S TEVA,2024-07-02,,Paid,IN-OCL-034604-5,Tablet,1,18.0,18.0,walk-in,Stella Anane
14827,Non-medical,VERMOX ORAL TABLET 500MG,2024-07-02,,Paid,IN-OCL-034603-8,,4,19.5,78.0,walk-in,Stella Anane
14828,Non-medical,DIAZEPAM 10MG TAB 500'S ECL,2024-07-02,,Paid,IN-OCL-034602-8,Tablet,1,1.8,1.8,walk-in,Stella Anane
14831,Non-medical,Folic Acid 5mg,2024-07-02,,Paid,IN-OCL-034600-0,gram,2,1.0,2.0,walk-in,Stella Anane
14830,Non-medical,Citro C 100mg Tab,2024-07-02,,Paid,IN-OCL-034600-0,gram,2,2.7,5.4,walk-in,Stella Anane
14832,Non-medical,STARWINS MILK OF MAGNESIA 360ML,2024-07-02,,Paid,IN-OCL-034599-2,Bottle,1,40.5,40.5,walk-in,Stella Anane
14802,Non-medical,FUNBACT-A TRIPPLE ACTION,2024-07-02,,Paid,IN-OCL-034622-9,Tube,1,13.5,13.5,walk-in,Stella Anane
14834,Non-medical,METHYLATED SPIRIT PROLIFE 200ML,2024-07-02,,Paid,IN-OCL-034597-5,Bottle,1,10.8,10.8,walk-in,Stella Anane
14835,Non-medical,COLGATE SENSITIVE REPAIR & PREVENT 100G,2024-07-02,,Paid,IN-OCL-034597-5,Tube,1,32.0,32.0,walk-in,Stella Anane
14821,Non-medical,JOY OINTMENT,2024-07-02,,Paid,IN-OCL-034607-4,Tube,5,9.0,45.0,walk-in,Stella Anane
14829,Non-medical,MALAR 2 FORTE,2024-07-02,,Paid,IN-OCL-034601-1,pc,1,30.6,30.6,walk-in,Stella Anane
14820,Non-medical,ACICLOVIR 400MG TAB 56'S RANBAXY,2024-07-02,,Paid,IN-OCL-034608-5,Tablet,3,2.7,8.1,walk-in,Stella Anane
14803,Non-medical,FLUXACIN FLUCLOXACILIN 500MG CAP 200'S ECL,2024-07-02,,Paid,IN-OCL-034621-8,Tablet,1,18.0,18.0,walk-in,Stella Anane
14818,Medical,MASCULAN VELVET LUBRICANT GEL 3ML,2024-07-02,,Paid,IN-OCL-034610-5,sachet,1,5.4,5.4,walk-in,Stella Anane
14804,Non-medical,LYDIA POSTPILL,2024-07-02,,Paid,IN-OCL-034620-9,Pack,1,13.5,13.5,walk-in,Stella Anane
14805,Non-medical,GEBEDOL TAB,2024-07-02,,Paid,IN-OCL-034619-5,Tab,1,4.1,4.1,walk-in,Stella Anane
14806,Non-medical,Citro C 100mg Tab,2024-07-02,,Paid,IN-OCL-034618-2,gram,1,2.7,2.7,walk-in,Stella Anane
14807,Non-medical,PREGNANCY TEST KITS,2024-07-02,,Paid,IN-OCL-034617-8,Box,1,4.5,4.5,walk-in,Stella Anane
14808,Medical,MIDSTREAM PREGNANCY TEST 2'S,2024-07-02,,Paid,IN-OCL-034617-8,sachet,1,32.0,32.0,walk-in,Stella Anane
14809,Non-medical,MENTHODEX LOZENGES,2024-07-02,,Paid,IN-OCL-034616-7,pc,1,22.5,22.5,walk-in,Stella Anane
14819,Medical,MASCULAN VELVET LUBRICANT GEL 3ML,2024-07-02,,Paid,IN-OCL-034609-1,sachet,1,5.4,5.4,walk-in,Stella Anane
14810,Non-medical,SALO COLD SYRUP 100ML CHILDREN,2024-07-02,,Paid,IN-OCL-034616-7,Bottle,1,17.1,17.1,walk-in,Stella Anane
14812,Non-medical,REDSUN JELLY 100mg 4's,2024-07-02,,Paid,IN-OCL-034615-1,,1,12.6,12.6,walk-in,Stella Anane
14813,Non-medical,NO.10 LIVERSALT ERN,2024-07-02,,Paid,IN-OCL-034614-3,sachet,5,1.8,9.0,walk-in,Stella Anane
14814,Non-medical,DICLO-DENK TABS 100MG,2024-07-02,,Paid,IN-OCL-034613-6,Box,10,4.1,41.0,walk-in,Stella Anane
14815,Non-medical,Ciprolex TZ (Ciprofloxacin 500mg + Tinidazole 600mg),2024-07-02,,Paid,IN-OCL-034612-2,gram,1,61.8,61.8,walk-in,Stella Anane
14816,Non-medical,NEXCOFER SYRUP 100ML,2024-07-02,,Paid,IN-OCL-034611-3,Bottle,1,17.1,17.1,walk-in,Stella Anane
14817,Non-medical,WORMPLEX ALBENDAZOLE 400MG SUSP 20ML,2024-07-02,,Paid,IN-OCL-034611-3,Bottle,1,15.6,15.6,walk-in,Stella Anane
14811,Non-medical,MR.Q,2024-07-02,,Paid,IN-OCL-034615-1,Vial,1,9.0,9.0,walk-in,Stella Anane
14836,Non-medical,LUEX FLUREST COLD AND FLU TABLETS,2024-07-02,,Paid,IN-OCL-034596-1,,1,46.8,46.8,walk-in,Janet Nyamekye
14833,Non-medical,DREZ OINTMENT 30G,2024-07-02,,Paid,IN-OCL-034598-3,Tube,1,43.2,43.2,walk-in,Stella Anane
14838,Non-medical,ZUBES EXTRA STRONG 125ML,2024-07-02,,Paid,IN-OCL-034595-4,Bottle,1,42.3,42.3,walk-in,Janet Nyamekye
14859,Medical,MASCULAN LUBRICANT GEL,2024-07-02,,Paid,IN-OCL-034576-5,Bottle,1,61.2,61.2,walk-in,Janet Nyamekye
14860,Medical,ROUGH RIDER CONDOM FP 3',2024-07-02,,Paid,IN-OCL-034575-5,Pack,2,24.3,48.6,walk-in,Janet Nyamekye
14861,Non-medical,GEBEDOL TAB,2024-07-02,,Paid,IN-OCL-034574-1,Tab,1,4.1,4.1,walk-in,Janet Nyamekye
14862,Non-medical,SOOTHING STROBIN LOZENGES,2024-07-02,,Paid,IN-OCL-034573-1,Strip,1,2.7,2.7,walk-in,Janet Nyamekye
14863,Non-medical,PREGNANCY TEST KITS,2024-07-02,,Paid,IN-OCL-034573-1,Box,1,4.5,4.5,walk-in,Janet Nyamekye
14864,Non-medical,CONGESTYL TAB 12'S,2024-07-02,,Paid,IN-OCL-034573-1,Strip,1,18.9,18.9,walk-in,Janet Nyamekye
14865,Non-medical,FLUCONA FLUCONAZOLE DENK 150MG CAP 1'S,2024-07-02,,Paid,IN-OCL-034572-1,Tablet,1,45.0,45.0,walk-in,Janet Nyamekye
14866,Non-medical,INFA V CLOTRIMAZOLE VAGINAL PESS 6'S,2024-07-02,,Paid,IN-OCL-034572-1,Tablet,1,49.4,49.4,walk-in,Janet Nyamekye
14867,Non-medical,ESSENTIAL EMBROCATION 8 ML,2024-07-02,,Paid,IN-OCL-034571-5,ml,1,5.4,5.4,walk-in,Janet Nyamekye
14868,Non-medical,GEBEDOL TAB,2024-07-02,,Paid,IN-OCL-034570-9,Tab,1,4.1,4.1,walk-in,Janet Nyamekye
14869,Non-medical,LYDIA POSTPILL,2024-07-02,,Paid,IN-OCL-034570-9,Pack,1,13.5,13.5,walk-in,Janet Nyamekye
14870,Non-medical,LUEX BABY COUGH SYRUP 150ML,2024-07-02,,Paid,IN-OCL-034569-7,ml,1,39.6,39.6,walk-in,Janet Nyamekye
14871,Non-medical,FLUCONA FLUCONAZOLE DENK 150MG CAP 1'S,2024-07-02,,Paid,IN-OCL-034568-5,Tablet,1,45.0,45.0,walk-in,Janet Nyamekye
14872,Non-medical,CLOTRIMAZOLE VAGINAL TABLETS USP (VAGINAX-100),2024-07-02,,Paid,IN-OCL-034568-5,Pack,1,9.0,9.0,walk-in,Janet Nyamekye
14837,Non-medical,MYCOSTAT CAPS,2024-07-02,,Paid,IN-OCL-034595-4,,1,10.0,10.0,walk-in,Janet Nyamekye
14858,Non-medical,DALACIN C 300MG,2024-07-02,,Paid,IN-OCL-034577-6,Strip,15,8.1,121.5,walk-in,Janet Nyamekye
14857,Medical,BLOOD PRESSURE TEST,2024-07-02,,Paid,IN-OCL-034578-0,gram,1,2.2,2.2,walk-in,Janet Nyamekye
14839,Non-medical,GEBEDOL TAB,2024-07-02,,Paid,IN-OCL-034594-0,Tab,1,4.1,4.1,walk-in,Janet Nyamekye
14855,Non-medical,ATORVASTATIN 20MG,2024-07-02,,Paid,IN-OCL-034580-5,Strip,1,72.9,72.9,walk-in,Janet Nyamekye
14856,Non-medical,DORETA TAB,2024-07-02,,Paid,IN-OCL-034579-6,Tab,10,6.3,63.0,walk-in,Janet Nyamekye
14840,Non-medical,Citro C 100mg Tab,2024-07-02,,Paid,IN-OCL-034593-7,gram,1,2.7,2.7,walk-in,Janet Nyamekye
14841,Non-medical,JOY OINTMENT,2024-07-02,,Send to cashier,IN-OCL-034592-5,Tube,1,9.0,9.0,walk-in,Janet Nyamekye
14843,Non-medical,ACICLOVIR 400MG TAB 56'S RANBAXY,2024-07-02,,Paid,IN-OCL-034590-3,Tablet,28,2.7,75.6,walk-in,Janet Nyamekye
14844,Non-medical,AUGMENTIN 1G 14'S,2024-07-02,,Paid,IN-OCL-034589-4,,1,261.0,261.0,walk-in,Janet Nyamekye
14845,Non-medical,VOLTFAST POWDER 50MG,2024-07-02,,Paid,IN-OCL-034588-9,sachet,2,5.4,10.8,walk-in,Janet Nyamekye
14846,Non-medical,PROCOMIL TABLET,2024-07-02,,Paid,IN-OCL-034587-6,pc,3,3.6,10.8,walk-in,Janet Nyamekye
14842,Non-medical,JOY OINTMENT,2024-07-02,,Paid,IN-OCL-034591-5,Tube,1,9.0,9.0,walk-in,Janet Nyamekye
14848,Non-medical,WELLS CASTOR OIL 700MLS,2024-07-02,,Paid,IN-OCL-034585-6,Bottle,1,36.9,36.9,walk-in,Janet Nyamekye
14849,Non-medical,VOLTFAST POWDER 50MG,2024-07-02,,Paid,IN-OCL-034584-3,sachet,6,5.4,32.4,walk-in,Janet Nyamekye
14850,Non-medical,FLEMING AMOXICILLIN/CLAVULANIC TABS 1000MG 14'S,2024-07-02,,Paid,IN-OCL-034584-3,Tablet,1,67.5,67.5,walk-in,Janet Nyamekye
14851,Medical,BLOOD PRESSURE TEST,2024-07-02,,Paid,IN-OCL-034583-2,gram,1,2.2,2.2,walk-in,Janet Nyamekye
14852,Non-medical,RAPINOL TABS,2024-07-02,,Paid,IN-OCL-034582-8,Tablets,1,1.8,1.8,walk-in,Janet Nyamekye
14853,Non-medical,MALARIA ANTIGEN TEST,2024-07-02,,Paid,IN-OCL-034581-3,-,2,12.0,24.0,walk-in,Janet Nyamekye
14854,Non-medical,AMOXICILLIN 500MG CAPS 21'S EXETER,2024-07-02,,Paid,IN-OCL-034580-5,,2,27.0,54.0,walk-in,Janet Nyamekye
14847,Non-medical,AMOKSIKLAV 228 SUSP,2024-07-02,,Paid,IN-OCL-034586-6,ml,1,67.5,67.5,walk-in,Janet Nyamekye
14763,Non-medical,METAGYL TABLETS 200MG 500',2024-07-03,,Paid,IN-OCL-034651-7,Tablet,2,2.7,5.4,walk-in,Stella Anane
14764,Non-medical,LYDIA POSTPILL,2024-07-03,,Paid,IN-OCL-034650-6,Pack,1,13.5,13.5,walk-in,Stella Anane
14765,Non-medical,Coldrilif capsules,2024-07-03,,Paid,IN-OCL-034649-2,Pack,1,7.2,7.2,walk-in,Stella Anane
14767,Non-medical,MUCOTIN ADULT 5% SYRUP EXPECTORANT 100ML,2024-07-03,,Paid,IN-OCL-034648-3,ml,1,17.1,17.1,walk-in,Stella Anane
14771,Non-medical,Citro C 100mg Tab,2024-07-03,,Paid,IN-OCL-034646-9,gram,1,2.7,2.7,walk-in,Stella Anane
14769,Medical,MIDSTREAM PREGNANCY TEST 2'S,2024-07-03,,Paid,IN-OCL-034647-6,sachet,1,32.0,32.0,walk-in,Stella Anane
14770,Non-medical,Folic Acid 5mg,2024-07-03,,Paid,IN-OCL-034646-9,gram,1,1.0,1.0,walk-in,Stella Anane
14772,Non-medical,LYDIA POSTPILL,2024-07-03,,Paid,IN-OCL-034646-9,Pack,1,13.5,13.5,walk-in,Stella Anane
14762,Non-medical,COA MIXTURE 250ml,2024-07-03,,Paid,IN-OCL-034652-2,Container,1,99.0,99.0,walk-in,Stella Anane
14768,Non-medical,NUGEL O ANTACID SUSP 200ML,2024-07-03,,Paid,IN-OCL-034648-3,Bottle,1,57.4,57.4,walk-in,Stella Anane
14761,Non-medical,MAGACID TABS,2024-07-03,,Paid,IN-OCL-034653-1,,1,2.7,2.7,walk-in,Stella Anane
14752,Non-medical,DIFLUCAN FLUCONAZOLE 150MG CAP PFIZER,2024-07-03,,Paid,IN-OCL-034662-7,Tablet,7,117.0,819.0,walk-in,Stella Anane
14759,Non-medical,CYFEN SYRUP 200ML,2024-07-03,,Paid,IN-OCL-034655-9,Bottle,1,36.0,36.0,walk-in,Stella Anane
14758,Non-medical,GENTIAN VIOLET 60ML GV,2024-07-03,,Paid,IN-OCL-034656-1,Bottle,1,4.5,4.5,walk-in,Stella Anane
14757,Non-medical,APETAMIN SYRUP,2024-07-03,,Paid,IN-OCL-034657-3,Bottle,1,47.0,47.0,walk-in,Stella Anane
14756,Non-medical,Folic Acid 5mg,2024-07-03,,Paid,IN-OCL-034658-7,gram,1,1.0,1.0,walk-in,Stella Anane
14755,Non-medical,Citro C 100mg Tab,2024-07-03,,Paid,IN-OCL-034659-3,gram,1,2.7,2.7,walk-in,Stella Anane
14754,Non-medical,REDSUN JELLY 100mg 4's,2024-07-03,,Paid,IN-OCL-034660-4,,1,12.6,12.6,walk-in,Stella Anane
14753,Non-medical,GEBEDOL TAB,2024-07-03,,Paid,IN-OCL-034661-1,Tab,1,4.1,4.1,walk-in,Stella Anane
14773,Non-medical,PREGNANCY TEST KITS,2024-07-03,,Paid,IN-OCL-034646-9,Box,2,4.5,9.0,walk-in,Stella Anane
14751,Non-medical,VERMOX ORAL TABLET 500MG,2024-07-03,,Paid,IN-OCL-034663-8,,1,19.5,19.5,walk-in,Stella Anane
14750,Medical,BEL-AQUA WATER M/S,2024-07-03,,Paid,IN-OCL-034664-1,ml,2,3.0,6.0,walk-in,Stella Anane
14749,Non-medical,PREGNANCY TEST KITS,2024-07-03,,Paid,IN-OCL-034664-1,Box,1,4.5,4.5,walk-in,Stella Anane
14760,Non-medical,PREGNANCY TEST KITS,2024-07-03,,Paid,IN-OCL-034654-8,Box,2,4.5,9.0,walk-in,Stella Anane
14774,Non-medical,DORETA TAB,2024-07-03,,Paid,IN-OCL-034645-6,Tab,5,6.3,31.5,walk-in,Stella Anane
14766,Non-medical,FLEMING 625,2024-07-03,,Paid,IN-OCL-034648-3,Piece,1,40.5,40.5,walk-in,Stella Anane
14776,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-07-03,,Paid,IN-OCL-034643-4,Pack,1,4.5,4.5,walk-in,Stella Anane
14775,Non-medical,DRAGON TABS,2024-07-03,,Paid,IN-OCL-034644-7,Tablets,1,7.2,7.2,walk-in,Stella Anane
14801,Non-medical,LYDIA POSTPILL,2024-07-03,,Paid,IN-OCL-034623-2,Pack,1,13.5,13.5,walk-in,Janet Nyamekye
14800,Non-medical,COLODIUM LOPERAMIDE 2MG CAP 100'S HOVID,2024-07-03,,Paid,IN-OCL-034624-8,Tablet,1,5.4,5.4,walk-in,Janet Nyamekye
14799,Medical,BLOOD PRESSURE TEST,2024-07-03,,Paid,IN-OCL-034625-6,gram,1,2.2,2.2,walk-in,Janet Nyamekye
14798,Non-medical,ANGELO COLLAGEN,2024-07-03,,Paid,IN-OCL-034626-0,Box,2,22.5,45.0,walk-in,Janet Nyamekye
14797,Non-medical,MR Q,2024-07-03,,Paid,IN-OCL-034627-2,Vial,2,9.0,18.0,walk-in,Janet Nyamekye
14795,Non-medical,Menthodex 200ml Syr,2024-07-03,,Paid,IN-OCL-034628-5,ml,1,57.6,57.6,walk-in,Janet Nyamekye
14794,Non-medical,ZYMAX AZITHROMYCIN 500MG TAB 3'S,2024-07-03,,Paid,IN-OCL-034628-5,Tablet,1,31.5,31.5,walk-in,Janet Nyamekye
14793,Non-medical,MAJOR NASAL DROPS 18ML,2024-07-03,,Paid,IN-OCL-034629-5,Box,1,17.8,17.8,walk-in,Janet Nyamekye
14792,Non-medical,MARTINS LIVER SALT LEMON,2024-07-03,,Paid,IN-OCL-034630-5,sachet,2,1.8,3.6,walk-in,Janet Nyamekye
14791,Non-medical,RAPINOL TABS,2024-07-03,,Paid,IN-OCL-034631-6,Tablets,1,1.8,1.8,walk-in,Janet Nyamekye
14790,Non-medical,LYDIA POSTPILL,2024-07-03,,Paid,IN-OCL-034632-1,Pack,1,13.5,13.5,walk-in,Janet Nyamekye
14789,Non-medical,FIESTA CONDOMS CLASSIC,2024-07-03,,Paid,IN-OCL-034633-1,gram,1,6.3,6.3,walk-in,Janet Nyamekye
