,PRODUCT,LOCATION,LOCATION TYPE,CREATED,BATCH,EXPIRE,UNIT,QUANTITY LEFT,BASE PRICE LIST
411,masculan velvet lubricant gel 3ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,19J115,2024-09-12,sachet,1,5.4
412,menthox super strong cough lozenges,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,22021,2027-04-30,Strip,125,1.5
413,cetirizine hydrochloride 30's uk,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2202020,2025-04-10,Tablet,1,15.0
414,nifedi-denk 10 retard,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AR0,2027-05-03,Strip,170,1.4
415,shaltoux  lozenges,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DHR679,2025-01-31,LOZENGES,0,1.0
416,xcel mint chewing gum,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,THTR4566,2025-01-31,Single,2,0.5
417,perfectil nails extra support 60's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HUQBW777,2025-01-31,Tablet,1,391.5
418,masculan das kondom velvet lubricant gel,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HEI22B22,2025-01-31,Tube,0,57.0
419,oral-b family size toothpaste 130g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GYY6666V,2025-01-31,Tube,1,23.0
420,sana normal saline 0.9% nasal drops (10ml),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KPL2023SND13,2026-01-31,Drop,0,7.0
421,diazepam 10mg tab 500's ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HW7111R111,2025-01-31,Tablet,0,2.0
422,nester rubbing alcohol 475 ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HSB2211B11,2027-01-31,Container,2,51.5
423,metronidazole 400mg beda,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FI788F7,2025-01-31,Box,0,14.0
424,pepsodent cavity fighter 175g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,64K44,2026-01-31,pc,4,26.0
425,pregnancy test kits,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,45H555,2027-01-31,Box,93,5.0
426,frusemide uk tabs 20mg 28's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HJS555665F25,2025-01-31,Box,5,12.6
427,frusemide uk tabs 40mg 28's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TF5458F4G,2025-01-31,Box,3,14.4
428,valupak folic acid 30tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5GH555,2025-02-28,Tablets,0,32.0
429,doxycycline 100mg - ernest chemist,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8465HJJ565,2027-01-31,sachet,31,7.3
430,tylenol extra strength caps for adults 100's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,898156J4,2025-01-31,gram,0,4.5
431,pharmatimol 0.5% timolol eye drop 5ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1308,2025-05-31,ml,0,15.0
432,benylin original,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TS66544DF666,2026-12-31,ml,0,110.0
433,sensodyne extra fresh,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TD87555F77,2025-12-31,Tube,1,74.7
434,skycef 500,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HE8222V2I9,2025-12-31,Milligram,0,42.0
435,joy ointment b/s,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FGF7667UG,2025-12-31,Tube,0,62.0
436,oxafen caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HEIG78198,2025-12-31,,0,34.2
437,durex elite fetherlite condoms 3',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HFJU5678,2025-12-31,Pack,0,29.0
438,good health efferv vit c,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EATA22068,2027-07-08,gram,8,55.0
439,hydrocortisone cream 1%(co-pharma),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E0120,2027-06-08,gram,0,47.0
440,k y jelly personal lubricant 75ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,911P,2024-10-08,Tube,0,118.0
441,griseofulvin 125mg/5ml susp 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,3GDR678B,2026-12-31,Bottle,5,31.0
442,griseofulvin susp 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,3EL05210,2025-12-31,Bottle,0,29.0
443,vit c + zinc efferv vitarenew,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,B21300,2024-11-25,gram,0,62.0
444,secnidazole(lavina) tabs 1g 2's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,3101,2027-11-30,Packet,1,12.0
445,avomine promethazine 25mg tab 10's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2205174,2027-11-30,Tablet,14,7.7
446,luex adult dry cough syrup 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,765,2025-11-21,Bottle,1,45.0
447,vip premium toothbrush,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HVD876D9,2025-11-30,Piece,0,5.0
448,taabea taacum herbal honey paste,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GJ85HG5,2026-11-30,mg,3,30.0
449,perfectil triple active caps 30's vitabiotics,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5YCH765F,2025-11-30,Tablet,1,168.0
450,wellwoman max,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FTF75V6,2027-11-30,Box,0,317.0
451,halitosis spray (mira),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1259424,2025-11-30,Box,0,65.0
452,coa-mt mixture,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,COAMTPPPPP,2024-11-02,ml,0,100.0
453,omezole omeprazole caps 20mg 200's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MD3001,2027-10-31,Pack,8,5.4
454,good health efferv vit c + zinc,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EATA,2024-07-31,sachet,0,46.0
455,galvus met 50mg/850mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,86515H65,2025-10-31,Tablet,113,10.0
456,galvus met 50/500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,561H544,2025-10-31,Strip,68,10.0
457,atenolol 100mg 28's (bristol),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,65285K6,2025-10-31,Pack,0,60.0
458,atenolol 100 bristol,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,445212J5,2025-10-31,Box,0,60.0
459,seven seas evening primrose oil + starflower oil 30 caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,196L55K5,2025-10-31,Box,0,148.0
460,exure condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,65116H55,2025-10-31,Pack,0,35.0
461,durex invisible condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8621815K8,2025-10-31,Pack,0,79.0
462,durex flavours condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,984125K7,2025-10-31,Pack,0,90.0
463,durex extended pleasure condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5417915K9,2025-10-31,Pack,0,79.0
464,paracetamol galpharm 6+  susp. 80ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,4165471KJ5,2025-10-31,ml,0,50.0
465,seven seas perfect 7 man plus 30 day duo pack,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,94YKJ88,2025-10-31,Box,0,188.0
466,foligrow plus syr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TFN64C6,2026-10-31,Syrup,0,50.0
467,teething mixture ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,564DGH5,2027-10-31,Syrup,8,20.0
468,martins liver salt lemon,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HVWISB1998,2027-10-31,sachet,31,2.0
469,cyfen syrup 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JVSI871B,2025-10-31,Bottle,0,40.0
470,promethazine syrup 60ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HVS88S7,2026-10-31,Bottle,2,9.8
471,promethazine 60ml syr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IF88D889,2023-10-31,ml,0,9.0
472,durex feels condoms 3's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,298YVE8,2026-10-31,Piece,0,19.0
473,easy check pregnancy test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20230420,2026-04-19,Box,0,5.0
474,polygynax pessaries 6's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,63825,2025-04-04,pc,0,109.0
475,epifenac eye drop,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2208116,2025-09-01,gram,0,40.0
476,beehive balsam 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5982,2027-09-28,ml,3,72.0
477,himalaya koflet,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112203049,2027-08-31,ml,0,53.0
478,benylin mucus cough decongestant syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,X2833R,2026-07-31,Bottle,1,148.0
479,secnidazole (secnilym] tab 1g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ME22H31,2025-07-27,Packet,0,10.0
480,supirocin mupirocin 2% ointment 15g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,10222019,2024-07-27,Tube,0,79.0
481,telmisartan (teleshal] 40mg tabs 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2374252,2025-05-27,Packet,2,104.4
482,camel antiseptic 500ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,082,2027-01-19,Bottle,2,43.2
483,bedimox 1000 tab 20's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2200433-1,2024-08-19,mg,0,75.0
484,aciclovir virest cream 5% hovid 5g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0009580,2025-09-30,Tube,0,38.0
485,clarityne syr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,W021131,2025-06-30,Syrup,2,124.2
486,candid-v gel 30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,10212521,2024-10-31,Tube,0,69.0
487,xin-a ciprofloxacin 250mg/5ml 60ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,P0263002,2027-01-31,Bottle,3,69.3
488,bel vitamin c plus z syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,6551651,2025-09-30,Bottle,4,17.0
489,vitac-z syrup 100ml menzbek,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MA-1163,2025-09-30,ml,0,17.0
490,polar ice gel 227g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,22018,2027-09-30,Container,1,45.0
491,duphaston 10mg 20's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,369917,2025-09-30,Box,1,152.1
492,del c vitamin c syr 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5SDFGHJ,2025-09-30,ml,0,11.0
493,pepsodent charcoal white 130g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FDU64G,2025-09-30,pc,0,23.0
494,colgate herbal toothpaste 140g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GSOREF85,2025-09-30,gram,0,20.0
495,gaviscon liquid peppermint 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,717FJD68,2025-09-30,Bottle,0,114.0
496,cotton buds 200's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,YDIID7XC8,2026-09-30,Piece,0,12.0
497,fleming amoxicillin/clavulanic tabs 625mg 14's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A30237,2025-09-30,mg,5,50.0
498,neflucon  caps 150mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0209Y,2025-09-07,Capsule,0,9.0
499,bedimox 625 tab 14's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8965DF68H,2025-09-30,mg,0,60.0
500,vitane drops,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CW30,2025-08-31,pc,0,79.0
501,mzone pregnancy test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2302021,2025-08-31,ml,0,5.0
502,tadalafil tablet usp 5mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,23154701,2025-08-31,Tablet,0,45.0
503,natrilix sr indapamide 1.5mg tab 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,6076470,2027-08-31,Tablet,2,166.5
504,kamagra 50 mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8415965L,2025-08-31,sachet,0,87.0
505,kosa saline nasal drop,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SA10,2026-08-31,Container,0,8.0
506,boric acid spirit ear drop kosa,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BAS5005,2026-08-31,Vial,0,9.0
507,ebony condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,Tv765h8g,2027-08-31,Pack,18,7.0
508,frelet 75 tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AG36302,2025-08-31,Tablet,1,36.9
509,clarithromycin tab 500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,M002,2025-08-31,Box,0,61.0
510,colgate triple action paste 140g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,54845745,2027-08-31,Box,4,35.5
511,colgate twin triple action toothbrush,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,941961585,2025-08-31,Piece,0,15.0
512,yazz toothbrush,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,848968,2027-08-31,Piece,0,5.0
513,pepsodent herbal,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5818961,2027-08-31,gram,6,24.0
514,colgate charcoal paste,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,18496535,2027-08-31,Box,3,22.0
515,mucotin child syrup 2% 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L017F003,2025-08-31,ml,0,17.0
516,mucotin adult 5% syrup expectorant 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L018G001,2025-08-31,ml,0,19.0
517,c-pheniramine syr 100ml ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0312Y,2025-12-31,Bottle,0,18.0
518,luex children's chesty cough syrup 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2EL01071,2027-01-31,Bottle,5,42.0
519,ultra vitamin c with zinc 1000mg 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,F164780,2025-01-31,mg,0,85.0
520,dexatrol eye drops 5ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2207080,2025-08-31,Container,0,39.0
521,skyclav 1000 amoxilcillin/clavulanate tabs 875/125mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EBT230071,2025-02-28,Pack,0,53.0
522,organic charcoal powder 200g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,022024,2025-01-31,Container,0,18.0
523,pregnacare max,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PM2308,2026-10-31,mg,2,410.0
524,postinor 2,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,199689F,2027-07-31,pc,1,5.0
525,gastrone plus antacid susp 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,67567838,2025-08-31,Bottle,2,25.0
526,zintab  20 dispersible tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2684278,2026-08-31,Tablet,1,2.0
527,"high elastic bandages 2""",Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2484547851,2025-08-31,Piece,0,8.0
528,"high elastic bandage 3""",Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8785418784,2025-08-31,Piece,1,10.0
529,gold circle condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,21N2516,2026-09-30,mg,0,5.0
530,samalin jun. non drowsy 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,V-NS003,2025-11-30,Syrup,1,21.0
531,seven seas cod liver caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1463680100,2025-06-30,Capsule,0,118.8
532,calprofen ibuprofen suspension 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NCH4A00,2026-02-28,Bottle,0,164.0
533,cotton wool 500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20170710,2027-12-31,Piece,1,54.0
534,m2-tone tablets,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BTMT971,2025-05-31,Pack,0,129.0
535,otrivine child nasal drops,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ET3Y,2026-08-31,Box,1,77.0
536,optrex multi action eye wash 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NA863,2025-08-31,Bottle,2,129.0
537,cotton woll 250g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20210810,2026-08-10,Roll,0,32.0
538,ascovite-zee chewable tablets  vitamin c + zinc ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0303X,2024-03-31,Tablet,0,16.0
539,evecare capsules 30 (himalaya),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112201211,2027-03-31,Box,2,132.0
540,zentel susp. 20ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,54422004,2026-10-31,ml,2,39.4
541,accurate pregnancy test kit 25's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HCG16050074,2025-08-31,Box,0,5.0
542,haematovite capsules 30',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20008,2023-10-31,Capsules,0,15.0
543,"atenolol 25mg, 28tbs. (genesis)uk",Oddaremma Chemists Limited,Retail,Richard Addo Owusu,K52922004,2026-08-31,Pack,4,26.5
544,wholesale coa mixture 6,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,668199,2025-08-31,Bottle,0,110.0
545,wholesale coa mixture 10,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,66816,2025-07-31,Bottle,0,100.0
546,penicilin v 125mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0890343,2027-04-30,,111,2.5
547,magacid susp 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,23016,2026-06-30,ml,2,14.7
548,care calamine lotion 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,21HL,2025-02-26,Lotion,5,11.0
549,major liverplex b multivitamin adult syrup 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2205014,2025-04-30,Bottle,0,20.0
550,foligrow cap,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,C011E011,2026-07-31,pc,2,35.0
551,jointcare glucosamine (orignal),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,157477A,2024-09-30,Capsule,1,120.0
552,optrex blood shoot eye drops,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NK368,2025-12-31,Bottle,0,138.0
553,zintab 10 dispersible tab mgp,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZT257E,2025-04-30,Tablet,0,2.0
554,dragon condom black,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20J45,2025-09-30,pc,0,8.0
555,dragon  condom dotted,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20J45,2025-09-30,sachet,0,8.0
556,gluco-naf-d (plain),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8469845,2027-06-30,pc,6,42.0
557,rhinaphyto syrup 100ml sanofi,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2KLF81DY,2025-08-31,Bottle,0,94.5
558,wellwoman plus,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,WP2301,2027-06-30,Capsule,0,280.0
559,wellman plus caps (uk),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,WP2214,2025-06-30,Pack,0,207.0
560,rescofer blood tonic 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,01032,2026-03-31,Bottle,0,40.0
561,proman vitamin drink 250ml (exeter),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,07/M,2025-02-28,ml,0,21.0
562,gyno-daktarin 40g vaginal cream,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MHB2A00,2024-07-31,Cream,0,126.0
563,diabetone 30caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DE2106T,2024-05-31,mg,2,128.0
564,astyfer liquid,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ARL22030,2024-03-31,Bottle,3,47.0
565,enacin- c clindamycin 150mg cap 100's ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,587957,2024-06-30,Tablet,30,12.0
566,sudocrem 250g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,56233,2024-04-10,Tube,0,147.0
567,pregnancy mono cassette test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12356,2025-06-30,Container,0,5.0
568,bel cola drink,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,165024,2024-04-30,Bottle,0,3.0
569,live pure  cleanse 60 caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,M4922A,2024-11-01,Capsule,0,120.0
570,pregnacare 19 caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PTMR2208SA,2026-02-28,Capsule,2,180.0
571,cipac eye drop 10ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CPS124,2025-03-31,ml,0,7.0
572,malar 2 forte,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0808Y,2024-08-31,pc,0,30.6
573,nose mask,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5431,2024-05-31,Pak,0,1.0
574,escotrim tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,03,2024-03-23,Tablet,0,4.0
575,dragon lozenges 20mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DR/11,2026-12-31,Tablet,12,10.0
576,tylenol 500mg 24's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,C006JX,2025-08-31,Box,0,147.0
577,panadol  extra advance paracetamol 500mg tab 14's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TR8D,2025-12-31,Tablet,0,77.0
578,valupak vitamin c+zinc,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L2207/1,2025-08-31,Tablets,0,83.0
579,haemoglobin with vitamin b12 - letap,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0370853,2026-02-28,ml,0,10.0
580,lisinopril 5mg 28tab's (crescent),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,06117,2025-08-31,Tablet,1,17.7
581,bendroflumethiazide tablets 2.5mg 28's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CB006001,2023-11-08,mg,2,14.0
582,betatop carvedilol 25mg 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BT008,2023-07-08,Tablet,1,70.0
583,rosuvastatin 10mg sun,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AB9446BC,2023-09-08,mg,0,39.0
584,dexorange plus 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KE22001,2027-02-28,Bottle,4,55.0
585,eskagyl ds metronidazole tabs 400mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,01,2025-02-28,Strip,0,5.0
586,paracetamol 500mg tablets 16's galpharm,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5678,2024-05-31,Box,0,12.0
587,nat b caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2025-04-30,,1,117.9
588,calpol saline nasal drops 10ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,X2958R,2025-08-31,Tablet,0,110.0
589,galvus met 50mg/1000mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKY73,2024-06-30,Strip,0,10.0
590,flora smile tissues,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12345,2027-04-30,pc,7,2.0
591,ketazol 30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2130676,2027-06-30,Tube,7,28.5
592,dicnac 100mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,T081F014,2024-07-31,Box,0,3.0
593,metformin tab 500mg bristol,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DUH130081,2024-09-30,Box,0,2.2
594,gluco-naf pineapple,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2206502,2025-06-30,pc,0,27.0
595,citro c syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BNS7Y004,2027-03-31,Bottle,7,17.0
596,menz stud delay spray 12ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,201052,2023-12-31,Spray container,0,21.0
597,culldog spray,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,S200102,2025-01-31,Piece,0,27.0
598,ronaman spray,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2205,2025-05-31,Piece,0,22.0
599,vitane oral liquid 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CRO9,2025-09-30,ml,0,133.2
600,durex play lube feel,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AAY8757,2025-01-31,Box,0,79.0
601,masculan das condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IL281-003,2024-12-31,Box,0,18.0
602,doxycycline 100mg (teva),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2D30DB,2025-04-30,gram,0,39.0
603,oscar malaria antigen test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HMP2301003,2025-12-31,Piece,0,15.0
604,oscar clear pregnancy test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HPC2301012,2024-12-31,Piece,0,5.0
605,dulcolax 10mg supp. 12's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,033203B,2027-01-31,Suppository,20,9.9
606,benylin chesty non-drowsy 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,X1085R,2027-02-28,ml,3,224.0
607,aciclovir 400mg tab 56's ranbaxy,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DFD1123A,2027-02-28,Tablet,1,3.0
608,ashton and parsons teething powder,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0K043,2023-08-31,Satchet,0,115.0
609,calprofen 100mg/5ml ibuprofen oral suspension,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MEH1200,2025-04-30,Box,0,98.0
610,chlo i chloramphenicol ear drops,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CD1130,2026-10-31,Bottle,10,7.0
611,essential embro 3ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,220908,2025-09-30,ml,0,6.0
612,gana balm,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GB004,2025-09-30,Tube,0,9.0
613,organic activated charcoal 350mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,022024,2025-01-03,Container,0,23.0
614,activated charcoal 200g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,022024,2026-01-31,Container,1,17.0
615,epiderm cream 30g (shalina),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2372860,2027-05-31,gram,10,13.5
616,pilex tab 100's himalaya,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112200898,2027-07-31,Tablet,4,91.5
617,nexcofer caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0202Z,2026-02-28,,4,17.0
618,nexcofer syrup 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,05022,2026-02-28,Bottle,2,30.5
619,mupirocin 2% ointment 15g lavina,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,210,2024-02-29,Tube,0,53.0
620,lipitor atorvastatin 20mg 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FG1760,2024-01-31,Tablet,18,26.0
